Label,Category,Item,Total clicks,Contact ratio,Total contacts
zijn-alle-coolblue-winkels-open,Winkels,Openingstijden en bereikbaarheid,18,"0,00%",0
where-is-my-package,Delivery and installation,Order delayed or not delivered,18,"33,70%",5
wat-als-mijn-bezorging-vertraagd-is,Bezorgen en installeren,Bezorgstatus opvragen,18,"78,20%",14
hoe-kan-ik-de-bezorger-verrassen,,Bestelling vertraagd of niet geleverd,18,"67,70%",12
est-ce-que-vous-reprenez-mon-ancien-appareil-gratuitement,Livraison et installation,Services de livraison et d'installation,18,"21,60%",2
can-i-have-my-product-repaired-at-coolblue,Warranty and repair,Warranty conditions,18,"43,80%",7
kann-ich-mein-produkt-zurueckzugeben,Umtausch und Rückgabe,Rückgabeprozess,18,"109,30%",11
hoeveel-garantie-heb-ik-op-mijn-product,,,18,"127,20%",15
welche-art-von-garantie-habe-ich,Garantie und Reparatur,Sonstiges,17,"55,00%",4
hoe-meld-ik-online-mijn-reparatie-aan,Ruilen en retourneren,Garantievoorwaarden,17,"26,20%",3
are-repairs-always-free,Warranty and repair,Warranty conditions,17,"35,10%",4
where-can-i-find-my-invoice,Other,,17,"49,50%",5
is-reparatie-altijd-gratis,Advies en ondersteuning,Overig,17,"63,30%",9
wie-muss-ich-mein-produkt-einpacken-um-es-zurueckzuschicken,Umtausch und Rückgabe,Rückgabeprozess,17,"76,50%",6
kan-ik-mijn-product-laten-repareren-bij-coolblue,Ruilen en retourneren,Garantievoorwaarden,17,"24,90%",3
what-should-i-do-if-i-have-not-received-my-order,Delivery and installation,Order delayed or not delivered,17,"80,60%",14
réparez-vous-mon-produit-à-domicile-ou-dois-je-l-envoyer,Garantie et réparation,Processus de réparation,17,"78,40%",9
je-veux-modifier-ou-annuler-mon-retour,Échange et retour,Modifier un retour ou un échange,17,"53,60%",9
het-product-dat-ik-wil-kopen-is-in-prijs-gestegen-wat-nu,Overig,Prijs van producten,16,"17,90%",1
waar-is-mijn-pakketje,,Bestelling vertraagd of niet geleverd,16,"116,30%",19
kan-ik-mijn-product-laten-repareren-bij-coolblue,,Garantievoorwaarden,16,"47,30%",4
ich-habe-einen-teil-meiner-bestellung-nicht-erhalten-was-muss-ich-jetzt-tun,Liefern und installieren,Unvollständige oder beschädigte Bestellung,16,"116,90%",13
where-is-my-package,Delivery and installation,Request delivery status,16,"71,70%",9
my-postnl-track-trace-says-my-package-was-delivered-but-i-havent-received-anything-how-is-that-possible,,Order delayed or not delivered,16,"80,80%",10
quels-sont-les-options-disponibles-pour-retourner-mon-produit,Échange et retour,Processus de retour,16,"20,30%",1
est-ce-que-coolblue-propose-le-paiement-en-differe,Payer,Méthodes de payement,16,"67,00%",1
is-reparatie-altijd-gratis,,,16,"35,10%",4
waarom-klopt-de-betaalstatus-in-mijn-coolblue-niet,Betalen,Betaling mislukt of geweigerd,16,"19,30%",3
wat-moet-ik-doen-als-ik-mijn-pakket-niet-heb-ontvangen,Coolblue Zakelijk,Bezorging,16,"0,00%",0
hoe-meld-ik-online-mijn-reparatie-aan,,,16,"35,70%",4
ik-zag-dat-jullie-authorised-service-provider-zijn-wat-houdt-dit-in,Garantie en reparatie,"Telefoon-, iPad- en Apple accessoires",16,"87,30%",7
hoe-vraag-ik-een-cashback-aan,Overig,Overig,16,"76,80%",8
hoe-meld-ik-online-mijn-reparatie-aan,,Garantievoorwaarden,16,"23,80%",3
und-wie-schnell-bekomme-ich-nach-der-rueckgabe-mein-geld-zurueck,Umtausch und Rückgabe,Rückgabestatus,16,"95,20%",10
do-you-repair-products-at-home-or-do-i-have-to-send-it-in,Warranty and repair,Repair process,16,"70,50%",8
kan-ik-mijn-bestelling-annuleren,Bestellen,Overig,16,"58,60%",8
wat-gebeurt-er-als-ik-niet-thuis-ben,Leveren en installeren,Bestelling vertraagd of niet geleverd,16,"100,40%",14
does-coolblue-offer-paying-afterwards,Payment,Payment methods,15,"18,10%",1
waar-is-mijn-pakketje,,,15,"58,40%",6
welke-bezorgopties-zijn-er-voor-witgoedproducten,Leveren en installeren,Overig,15,"19,90%",2
how-do-i-register-my-repair-online,Warranty and repair,Register a repair,15,"0,00%",0
wat-moet-ik-doen-als-ik-mijn-verzendlabel-niet-kan-printen,Ruilen en retourneren,Retour of omruiling aanmelden,15,"56,70%",7
comment-enregistrer-mon-produit-a-reparer-en-ligne,Garantie et réparation,Conditions de garantie,15,"41,00%",4
het-product-heeft-een-aanbieding-en-een-cashback-hoe-hoog-is-mijn-korting,Betalen,Cashback en productacties,15,"24,10%",3
wat-gebeurt-er-als-ik-niet-thuis-ben,Leveren en installeren,Bezorgstatus opvragen,15,"46,80%",6
wat-moet-ik-doen-als-ik-mijn-bestelling-niet-heb-ontvangen,Coolblue Zakelijk,Bezorging,15,"11,20%",1
waar-is-mijn-pakketje,Bezorgen en installeren,Overig,15,"79,80%",10
wat-is-de-status-van-mijn-bestelling,Overig,,15,"73,20%",10
ik-wil-mijn-adres-wijzigen,,Bezorging wijzigen,15,"115,50%",14
comment-demander-un-devis,Coolblue Business,Effectuer une commande professionnelle,15,"20,20%",1
que-faire-si-je-n-ai-pas-reçu-mon-paquet,Livraison et installation,Commande retardée ou non livrée,15,"111,90%",17
est-ce-que-mon-produit-est-en-stock,Commander,Stock de produits,15,"184,20%",9
can-i-register-extra-large-products-such-as-white-goods-and-kitchen-appliances-as-a-return-online-as-well,Exchange and return,Register return or exchange,15,"69,60%",10
ist-meine-reparatur-kostenlos,Garantie und Reparatur,Reparaturprozess,14,"72,10%",6
comment-modifier-ma-facture-business,Coolblue Business,Payer,14,"25,10%",3
is-reparatie-altijd-gratis,Overig,Garantievoorwaarden,14,"34,60%",3
how-long-does-a-repair-take,Warranty and repair,Repair status,14,"89,60%",13
is-reparatie-altijd-gratis,Ruilen en retourneren,Garantievoorwaarden,14,"26,50%",2
kan-ik-mijn-product-laten-repareren-bij-coolblue,Garantie en reparatie,Reparatie aanmelden,14,"50,40%",5
are-repairs-always-free,Warranty and repair,Cost of repair,14,"57,10%",5
de-vervoerder-stuurt-mijn-bestelling-terug-naar-coolblue-wat-moet-ik-doen,Leveren en installeren,Bestelling vertraagd of niet geleverd,14,"0,00%",0
can-i-return-my-product,Exchange and return,Return conditions,14,"69,90%",6
wie-funktioniert-kostenlose-lieferung,Liefern und installieren,Sonstiges,14,"29,00%",1
extra-grote-producten-aanmelden-reparatie,Garantie en reparatie,Garantievoorwaarden,14,"16,10%",1
waar-kan-ik-vinden-of-een-product-op-voorraad-is-in-een-winkel,Winkels,Voorraad en assortiment,14,"0,00%",0
kunnen-jullie-me-helpen-bij-de-installatie-en-het-gebruik-van-mijn-product,Advies en ondersteuning,Overig,14,"34,20%",3
is-reparatie-altijd-gratis,Overig,,14,"84,30%",8
who-will-keep-me-informed-about-my-repairs-coolblue-or-the-repair-service,Warranty and repair,Repair status,14,"92,90%",12
kann-ich-meine-rechnung-aendern,Bezahlen,Rechnung ändern,13,"74,20%",4
mijn-bestelling-is-geleverd-maar-ik-heb-niet-alle-producten-ontvangen,Leveren en installeren,Bestelling vertraagd of niet geleverd,13,"62,10%",8
are-repairs-always-free,Warranty and repair,Other,13,"67,30%",7
wat-moet-ik-doen-als-ik-mijn-verzendlabel-niet-kan-printen,Ruilen en retourneren,Retourproces,13,"131,30%",13
can-i-use-my-coolbluecredit-in-parts,Payment,Discounts and credits,13,"13,20%",2
est-ce-que-je-peux-faire-reparer-mon-produit-chez-coolblue,Garantie et réparation,Conditions de garantie,13,"72,70%",7
what-does-the-stock-status-temporarily-sold-out-mean,Order,Stock of products,13,"29,00%",2
what-do-i-have-to-do-to-have-my-product-repaired,Warranty and repair,Repair process,13,"49,20%",5
are-repairs-always-free,,,13,"57,10%",6
welche-liefermoeglichkeiten-gibt-es-fuer-haushaltsgrossprodukte,Liefern und installieren,Sonstiges,13,"55,20%",3
wat-als-mijn-bezorging-vertraagd-is,,,13,"47,20%",6
was-muss-ich-tun-um-mein-produkt-zurueckzugeben,Sonstiges,,13,"72,30%",5
wat-voor-retourmogelijkheden-heb-ik,Ruilen en retourneren,Retour of omruiling aanmelden,13,"102,40%",10
was-ist-der-status-meiner-ruecksendung,Umtausch und Rückgabe,Retoure falsch bearbeitet,13,"93,50%",12
wat-is-de-status-van-mijn-retourzending,Overig,Retourstatus,13,"60,80%",7
was-muss-ich-tun-um-mein-produkt-reparieren-zu-lassen,Garantie und Reparatur,Reparaturprozess,13,"53,20%",3
extra-grote-producten-aanmelden-reparatie,Garantie en reparatie,Overig,13,"99,60%",7
wat-moet-ik-doen-als-ik-mijn-pakket-niet-heb-ontvangen,Bezorgen en installeren,Bezorgstatus opvragen,12,"94,10%",10
how-should-i-pack-my-product-to-return-it,Exchange and return,Return process,12,"49,40%",5
warum-stimmt-der-zahlungsstatus-in-mein-coolblue-nicht,Bezahlen,Zahlung fehlgeschlagen oder abgelehnt,12,"100,30%",10
was-ist-der-status-meiner-ruecksendung,Umtausch und Rückgabe,Rückgabeprozess,12,"101,10%",11
wat-is-de-status-van-mijn-bestelling,Coolblue Zakelijk,Bezorging,12,"20,90%",1
why-was-my-payment-declined,Payment,Payment failed or declined,12,"54,70%",5
hoeveel-garantie-heb-ik-op-mijn-product,Garantie en reparatie,Reparatieproces,12,"79,50%",6
is-mijn-product-op-voorraad,Overig,Voorraad van producten,12,"51,50%",2
que-faire-si-j-ai-paye-avec-bancontact-mais-que-je-n-ai-pas-recu-de-confirmation-de-paiement,Commander,Confirmation de commande non reçue,12,"94,80%",9
wie-kann-ich-mein-shopguthaben-verwenden,Bezahlen,Rabatte und Guthaben,12,"117,80%",12
kan-ik-mijn-bestelling-wijzigen,Overig,Bezorging wijzigen,12,"38,40%",4
will-you-install-my-new-television,Delivery and installation,Delivery and installation services,12,"41,70%",3
hoe-annuleer-ik-mijn-bestelling,Bestellen,Bestelling wijzigen,12,"63,10%",6
was-passiert-wenn-ich-doppelt-bezahlt-habe,Bezahlen,Zahlung fehlgeschlagen oder abgelehnt,12,"32,30%",2
ik-ben-niet-tevreden-over-de-bezorger-waar-kan-ik-mijn-ei-kwijt,Bezorgen en installeren,Overig,12,"49,30%",6
quel-est-le-statut-de-mon-retour,Échange et retour,Processus de retour mal géré,12,"94,90%",10
extra-grote-producten-aanmelden-reparatie,Advies en ondersteuning,Overig,12,"91,20%",8
can-i-return-my-product,Exchange and return,Return process,12,"46,80%",5
wanneer-heeft-mijn-product-gebruikersschade,Garantie en reparatie,Reparatie aanmelden,12,"29,00%",1
waar-kan-ik-mijn-factuur-vinden,Advies en ondersteuning,Overig,12,"46,60%",5
mon-produit-a-subi-un-dommage-pendant-la-livraison,Livraison et installation,Commande incomplète ou endommagée,11,"98,20%",10
hoe-annuleer-ik-mijn-bestelling,Bestellen,Bestelling annuleren,11,"61,00%",5
how-do-i-register-my-repairs-online,Warranty and repair,Warranty conditions,11,"35,50%",3
ik-heb-meerdere-producten-geretourneerd-waarom-is-er-maar-eentje-terugbetaald,Betalen,Terugbetaling van annulering,11,"47,90%",4
et-dans-quel-delai-est-ce-que-je-serai-rembourse-apres-mon-retour,Échange et retour,Statut du processus de retour,11,"104,10%",9
wat-als-mijn-bezorging-vertraagd-is,Overig,Bestelling vertraagd of niet geleverd,11,"58,60%",6
repariert-ihr-mein-produkt-bei-mir-zu-hause-oder-muss-ich-es-einschicken,Garantie und Reparatur,Reparaturprozess,11,"80,90%",6
i-dont-have-an-invoice,Order,Other,11,"45,80%",4
wat-moet-ik-doen-als-ik-mijn-pakket-niet-heb-ontvangen,Bezorgen en installeren,Overig,11,"71,90%",7
est-il-possible-de-modifier-ma-facture,Payer,Modifier la facture,11,"120,80%",13
mijn-product-werkt-niet-goed-wat-kan-ik-doen,Garantie en reparatie,Reparatie aanmelden,11,"57,50%",3
which-return-options-do-I-have,Exchange and return,Return conditions,11,"68,90%",6
can-I-register-extra-large-products-online-as-well,Warranty and repair,Register a repair,10,"38,90%",4
waar-is-mijn-pakketje,Bezorgen en installeren,Bezorg- en installatieservices,10,"81,30%",7
was-bedeutet-der-vorratsstatus-voruebergehend-ausverkauft,Bestellen,Produktvorrat,10,"17,70%",1
comment-faire-pour-commander,Commander,Autre,10,"105,00%",6
kan-ik-mijn-product-laten-repareren-bij-coolblue,Garantie en reparatie,Overig,10,"49,00%",3
how-can-i-pay-with-ecocheques,Payment,Payment methods,10,"207,10%",15
kan-ik-mijn-bestelling-ook-afhalen-bij-een-coolblue-winkel,Winkels,Bestelling ophalen,10,"0,00%",0
que-signifie-le-statut-temporairement-epuise,Commander,Stock de produits,10,"66,00%",2
mijn-pakketje-ligt-nog-niet-klaar-in-de-winkel-wat-kan-ik-doen,Winkels,Overig,10,"126,00%",4
kunnen-jullie-mijn-bestelling-vandaag-nog-leveren,Leveren en installeren,Bezorg- en installatieservices,10,"106,30%",10
wer-haelt-mich-ueber-meine-reparatur-auf-dem-laufenden-coolblue-oder-der-reparateur,Garantie und Reparatur,Reparaturstatus,10,"96,90%",8
kann-ich-bar-bezahlen,Bezahlen,Zahlungsarten,10,"25,60%",1
repareren-jullie-mijn-product-thuis-of-moet-ik-m-opsturen,Overig,Reparatieproces,10,"82,90%",6
untitled-entry-2020-06-16-at-09-20-40,Payment,Discounts and credits,10,"21,70%",2
kunnen-jullie-me-helpen-bij-de-installatie-en-het-gebruik-van-mijn-product,Bezorgen en installeren,Overig,10,"144,30%",6
est-ce-possible-de-me-faire-livrer-ma-commande-sur-rendez-vous,Livraison et installation,Autre,10,"30,00%",2
le-prix-du-produit-que-je-veux-acheter-a-augmente-que-faire,Commander,Prix des produits,10,"0,00%",0
kan-ik-contant-betalen,Winkels,Bestelling ophalen,10,"0,00%",0
est-ce-que-vous-installez-ma-nouvelle-television-pour-moi,Livraison et installation,Services de livraison et d'installation,10,"52,60%",4
hoeveel-garantie-heb-ik-op-mijn-product,Advies en ondersteuning,Overig,10,"43,50%",3
kan-ik-mijn-factuur-wijzigen,Overig,Factuur wijzigen,10,"79,40%",7
waarvoor-kan-ik-een-afspraak-maken-in-de-winkel,Winkels,Services,10,"0,00%",0
how-do-i-return-my-products,Other,,10,"47,10%",3
wie-lange-dauert-die-reparatur,Garantie und Reparatur,Reparaturstatus,10,"87,10%",7
wie-recycle-ich-mein-altgeraet,Liefern und installieren,Sonstiges,10,"105,00%",4
quels-sont-les-modes-de-paiement-en-tant-que-client-business,Payer,Méthodes de payement,10,"0,00%",0
kann-ich-fuer-die-lieferung-meines-produkts-ein-zeitfenster-auswaehlen,Liefern und installieren,Sonstiges,10,"74,70%",2
kan-ik-online-een-bestelling-op-rekening-plaatsen,Coolblue Zakelijk,Betalen,10,"30,50%",2
comment-utiliser-mon-credit-d-achat,Payer,Réductions et crédits,10,"66,10%",5
kan-ik-producten-bestellen-zonder-btw,Coolblue Zakelijk,Betalen,10,"31,90%",3
hoe-kan-ik-de-bezorger-verrassen,Bezorgen en installeren,Overig,9,"75,60%",7
how-can-i-pay-as-a-business-customer,Payment,Payment methods,9,"46,60%",2
combien-de-temps-dure-une-reparation,Garantie et réparation,Statut de la réparation,9,"129,10%",10
hoe-lang-duurt-een-reparatie,Overig,Reparatiestatus,9,"25,80%",2
welche-ruecksendeoptionen-habe-ich,Umtausch und Rückgabe,Rückgabebedingungen,9,"85,40%",4
nemen-jullie-mijn-oude-televisie-mee,Leveren en installeren,Bezorg- en installatieservices,9,"63,50%",5
que-faire-pour-renvoyer-mon-produit,Garantie et réparation,Processus de réparation,9,"107,00%",9
waar-kan-ik-mijn-factuur-vinden,Overig,Reparatie aanmelden,9,"95,50%",6
kan-ik-het-levermoment-van-mijn-bestelling-wijzigen,Leveren en installeren,Bestelling vertraagd of niet geleverd,9,"159,40%",13
hoe-kan-ik-de-bezorger-verrassen,Bezorgen en installeren,Bezorgstatus opvragen,9,"94,80%",9
hoe-werkt-gratis-levering,Leveren en installeren,Overig,9,"34,70%",2
kunnen-jullie-me-helpen-bij-de-installatie-en-het-gebruik-van-mijn-product,Advies en ondersteuning,Advies bij aankoop,9,"75,80%",3
i-want-to-return-my-product-in-the-store,Exchange and return,Register return or exchange,9,"55,70%",4
ist-meine-reparatur-kostenlos,Garantie und Reparatur,Reparaturkosten,9,"92,40%",5
est-ce-que-je-peux-retourner-mon-produit,Échange et retour,Processus de retour,9,"69,50%",3
wat-gebeurt-er-als-ik-niet-thuis-ben,Bezorgen en installeren,Overig,9,"107,90%",9
was-tun-wenn-ich-mit-bancontact-bezahlt-habe-aber-keine-bestellbestaetigung-erhalten-habe,Bezahlen,Zahlung fehlgeschlagen oder abgelehnt,9,"37,00%",3
kunnen-jullie-me-helpen-bij-de-installatie-en-het-gebruik-van-mijn-product,Bezorgen en installeren,Bezorg- en installatieservices,9,"104,70%",6
kan-ik-extra-grote-producten-zoals-witgoed-en-keukenapparatuur-ook-online,Overig,Retour of omruiling aanmelden,9,"93,30%",7
can-i-pay-with-ecocheques,Payment,Payment methods,9,"152,60%",8
hoe-retourneer-ik-mijn-artikelen,Overig,Overig,9,"186,00%",7
hoe-meld-ik-online-mijn-reparatie-aan,,,9,"250,00%",10
wanneer-heeft-mijn-product-gebruikersschade,Garantie en reparatie,Garantievoorwaarden,9,"96,30%",7
wat-als-mijn-product-beschadigd-is-geleverd,Bezorgen en installeren,Bestelling vertraagd of niet geleverd,9,"48,10%",4
kan-ik-mijn-product-laten-repareren-bij-coolblue,Garantie en reparatie,Reparatieproces,9,"33,80%",1
what-else-you-need-to-know-about-our-extra-services,Delivery and installation,Delivery and installation services,9,"94,70%",6
how-often-will-i-receive-an-update-about-my-repairs,Warranty and repair,Repair status,9,"179,40%",14
mijn-bestelling-is-geleverd-maar-ik-heb-niet-alle-producten-ontvangen,Overig,Onvolledige of beschadigde bestelling,8,"67,00%",5
what-if-i-paid-twice,Payment,Other,8,"68,80%",3
hoe-meld-ik-online-mijn-reparatie-aan,Ruilen en retourneren,Retour of omruiling aanmelden,8,"85,10%",7
heb-ik-garantie-op-een-tweedekans-product,Overig,Overig,8,"109,80%",4
ma-commande-a-ete-livree-mais-je-n-ai-pas-recu-tous-les-produits,Livraison et installation,Commande retardée ou non livrée,8,"74,00%",6
wat-moet-ik-doen-als-ik-mijn-pakket-niet-heb-ontvangen,Overig,Bestelling vertraagd of niet geleverd,8,"82,80%",4
waar-is-mijn-pakketje,Coolblue Zakelijk,Bezorging,8,"56,50%",3
wat-als-mijn-bezorging-vertraagd-is,,,8,"20,70%",1
ik-wil-mijn-adres-wijzigen,Bezorgen en installeren,Bestelling vertraagd of niet geleverd,8,"187,60%",9
kan-ik-een-product-ophalen-in-de-winkel-als-het-online-tijdelijk-uitverkocht,Winkels,Bestelling ophalen,8,"39,80%",2
de-vervoerder-stuurt-mijn-bestelling-terug-naar-coolblue-wat-moet-ik-doen,Livraison et installation,Commande retardée ou non livrée,8,"109,80%",9
what-if-my-product-is-delivered-damaged,Delivery and installation,Incomplete or damaged order,8,"24,80%",1
wat-als-ik-met-ideal-heb-betaald-maar-nog-geen-orderbevestiging-heb-ontvangen,Overig,Orderbevestiging niet ontvangen,8,"83,40%",7
wat-is-de-status-van-mijn-bestelling,,Bezorgstatus opvragen,8,"107,60%",9
kan-ik-mijn-product-retourneren,Ruilen en retourneren,Retour of omruiling aanmelden,8,"94,20%",5
what-is-the-status-of-my-return,Exchange and return,Return process,8,"0,00%",0
waar-is-mijn-pakketje,Bezorgen en installeren,Bezorging wijzigen,8,"106,80%",5
how-will-i-receive-my-refund,Payment,Refund of cancellation,8,"101,80%",5
hoe-werkt-het-als-je-witgoed-of-keukenapparatuur-besteld-met-extra-services,Bezorgen en installeren,Overig,8,"79,80%",5
when-will-i-receive-my-new-product,Exchange and return,Return status,8,"174,80%",14
est-ce-que-je-peux-commander-a-credit,Coolblue Business,Payer,8,"48,20%",2
ik-wil-mijn-product-in-de-winkel-retourneren,Winkels,Ruilen en retourneren,8,"58,00%",3
can-i-change-my-order,Order,Change order,8,"126,00%",10
op-mijn-postnl-track--trace-staat-dat-mijn-pakket-bezorgd-is-maar-ik-heb-niks-ontvangen-hoe-kan-dat,Coolblue Zakelijk,Bezorging,8,"0,00%",0
kunnen-jullie-me-helpen-bij-de-installatie-en-het-gebruik-van-mijn-product,,,8,"146,30%",4
wie-fordere-ich-ein-angebot-an,CoolblueBusiness,Geschäftlich bestellen,8,"0,00%",0
ik-wil-mijn-adres-wijzigen,Bezorgen en installeren,Overig,8,"86,20%",5
how-can-i-place-an-order,Order,Other,8,"21,30%",1
how-can-i-use-my-shop-credit,Payment,Discounts and credits,8,"39,10%",3
que-faire-pour-renvoyer-mon-produit,Autre,,7,"80,00%",4
the-payment-status-in-mycoolblue-isnt-right,Payment,Payment failed or declined,7,"0,00%",0
wat-is-de-status-van-mijn-bestelling,Bezorgen en installeren,Bestelling vertraagd of niet geleverd,7,"55,00%",3
wat-is-de-status-van-mijn-retourzending,Coolblue Zakelijk,Ruilen en retourneren,7,"0,00%",0
